John, Doe, 1998-03-26T23:00:00Z, 471-78-1234, 12345, 402, 193037, 22248, 2017-05-04T22:00:00Z, 15, 1.741464354433282
John, Doe, 1987-10-04T23:00:00Z, 471-78-1234, 12345, 518, 261531, 1471611, 2020-04-21T22:00:00Z, 24, 1.738377465171021
John, Doe, 1900-01-19T23:50:39Z, 471-78-1234, 12345, 568, 92341, 73240, 2020-02-28T23:00:00Z, 9, 1.2730832761523425
John, Doe, 1917-05-22T23:00:00Z, 471-78-1234, 12345, 713, 206043, 804466, 2018-10-16T22:00:00Z, 29, 1.179270575262392
John, Doe, 1937-04-10T23:00:00Z, 471-78-1234, 12345, 595, 343783, 1334094, 2019-11-24T23:00:00Z, 23, 1.3925683504924806
John, Doe, 1923-11-28T00:00:00Z, 471-78-1234, 12345, 586, 324832, 1054959, 2017-10-08T22:00:00Z, 18, 1.1176246389874152
John, Doe, 1920-04-19T23:00:00Z, 471-78-1234, 12345, 622, 217719, 713651, 2020-08-05T22:00:00Z, 14, 1.9802096995176908
John, Doe, 1931-01-26T00:00:00Z, 471-78-1234, 12345, 534, 259263, 1062575, 2019-09-12T22:00:00Z, 19, 1.2620917141148529
John, Doe, 1955-06-23T23:00:00Z, 471-78-1234, 12345, 786, 9329, 31325, 2019-07-01T22:00:00Z, 11, 1.6611588047521768
John, Doe, 1961-04-03T23:00:00Z, 471-78-1234, 12345, 332, 120151, 1251728, 2018-04-05T22:00:00Z, 28, 1.7077387348372095
John, Doe, 1912-01-08T00:00:00Z, 471-78-1234, 12345, 706, 27583, 1373953, 2017-05-25T22:00:00Z, 22, 1.000293721332396
John, Doe, 2002-12-04T23:00:00Z, 471-78-1234, 12345, 603, 37665, 979741, 2018-07-07T22:00:00Z, 17, 1.799644218883665
John, Doe, 2013-10-10T22:00:00Z, 471-78-1234, 12345, 462, 285379, 533058, 2018-06-21T22:00:00Z, 8, 1.240602471623733
John, Doe, 1968-04-03T23:00:00Z, 471-78-1234, 12345, 593, 283521, 208415, 2019-01-20T23:00:00Z, 22, 1.4833728394317776
John, Doe, 2007-02-20T23:00:00Z, 471-78-1234, 12345, 439, 58088, 102604, 2020-12-03T23:00:00Z, 11, 1.5343030176006407
John, Doe, 2015-02-07T23:00:00Z, 471-78-1234, 12345, 687, 382654, 266743, 2020-05-18T22:00:00Z, 22, 1.2165458084940315
John, Doe, 1966-04-23T23:00:00Z, 471-78-1234, 12345, 820, 177650, 1192327, 2020-10-30T23:00:00Z, 17, 1.8659190345782526
John, Doe, 1965-07-31T23:00:00Z, 471-78-1234, 12345, 635, 131553, 347364, 2021-12-08T23:00:00Z, 11, 1.7657264377909012
John, Doe, 1979-11-29T23:00:00Z, 471-78-1234, 12345, 584, 229443, 586703, 2021-04-04T22:00:00Z, 1, 1.116529907946046
John, Doe, 1994-05-20T22:00:00Z, 471-78-1234, 12345, 538, 340451, 254329, 2020-01-12T23:00:00Z, 25, 1.4628393527777295
John, Doe, 1938-11-09T00:00:00Z, 471-78-1234, 12345, 349, 119094, 1054653, 2018-05-18T22:00:00Z, 8, 1.9684136912038221
John, Doe, 1917-03-06T00:00:00Z, 471-78-1234, 12345, 778, 16552, 794756, 2019-10-14T22:00:00Z, 13, 1.7453420627354184
John, Doe, 1971-12-15T23:00:00Z, 471-78-1234, 12345, 400, 376417, 890044, 2020-03-26T23:00:00Z, 7, 1.5993021249534163
John, Doe, 1920-11-08T00:00:00Z, 471-78-1234, 12345, 535, 5488, 1081952, 2018-12-23T23:00:00Z, 12, 1.0543677574730026
John, Doe, 1909-02-20T23:50:39Z, 471-78-1234, 12345, 737, 63686, 1138081, 2018-01-01T23:00:00Z, 7, 1.3654659112540193
John, Doe, 2000-11-13T23:00:00Z, 471-78-1234, 12345, 697, 8191, 1392588, 2017-05-20T22:00:00Z, 24, 1.4150581453108129
John, Doe, 1969-07-21T23:00:00Z, 471-78-1234, 12345, 769, 55404, 337651, 2017-07-04T22:00:00Z, 23, 1.9228496633694925
John, Doe, 1935-08-17T23:00:00Z, 471-78-1234, 12345, 617, 390366, 1095491, 2020-06-10T22:00:00Z, 30, 1.2733048080115261
John, Doe, 2003-06-08T22:00:00Z, 471-78-1234, 12345, 843, 356775, 984713, 2017-01-26T23:00:00Z, 22, 1.4854745539521996
John, Doe, 1993-06-03T22:00:00Z, 471-78-1234, 12345, 305, 301755, 1044640, 2019-09-24T22:00:00Z, 29, 1.4131181928016163
John, Doe, 1917-03-21T00:00:00Z, 471-78-1234, 12345, 755, 228057, 1296801, 2017-01-13T23:00:00Z, 27, 1.1703280593399992
John, Doe, 1937-05-25T23:00:00Z, 471-78-1234, 12345, 549, 122377, 703952, 2018-04-13T22:00:00Z, 4, 1.0288425606883096
John, Doe, 2005-11-18T23:00:00Z, 471-78-1234, 12345, 444, 381991, 233721, 2020-08-24T22:00:00Z, 26, 1.6279591582870476
John, Doe, 1975-04-21T23:00:00Z, 471-78-1234, 12345, 706, 352938, 146414, 2021-02-24T23:00:00Z, 5, 1.2764361229732661
John, Doe, 2015-08-31T22:00:00Z, 471-78-1234, 12345, 505, 221480, 604527, 2021-02-23T23:00:00Z, 4, 1.4079977793080236
John, Doe, 1916-04-08T00:00:00Z, 471-78-1234, 12345, 689, 366587, 945163, 2021-12-17T23:00:00Z, 2, 1.8780347522233187
John, Doe, 1937-05-25T23:00:00Z, 471-78-1234, 12345, 840, 384724, 1465841, 2019-08-09T22:00:00Z, 15, 1.7588175180581036
John, Doe, 1909-09-17T23:50:39Z, 471-78-1234, 12345, 575, 139214, 349072, 2019-01-03T23:00:00Z, 3, 1.604017985509425
John, Doe, 1973-12-31T23:00:00Z, 471-78-1234, 12345, 313, 164981, 1391610, 2017-12-01T23:00:00Z, 8, 1.8105599197393971
John, Doe, 1921-03-15T23:00:00Z, 471-78-1234, 12345, 775, 175481, 510442, 2020-01-27T23:00:00Z, 15, 1.7067965927932631
John, Doe, 1972-07-23T23:00:00Z, 471-78-1234, 12345, 394, 272156, 69361, 2020-10-06T22:00:00Z, 10, 1.3407395342206812
John, Doe, 1940-03-03T23:00:00Z, 471-78-1234, 12345, 317, 147758, 907350, 2021-08-27T22:00:00Z, 8, 1.6305396906651413
John, Doe, 1905-04-17T23:50:39Z, 471-78-1234, 12345, 539, 303393, 1053053, 2019-01-03T23:00:00Z, 1, 1.5716481655210213
John, Doe, 1936-04-21T23:00:00Z, 471-78-1234, 12345, 315, 65173, 978259, 2017-08-02T22:00:00Z, 7, 1.5710608158736812
John, Doe, 1975-08-17T23:00:00Z, 471-78-1234, 12345, 674, 389865, 877583, 2020-10-23T22:00:00Z, 9, 1.6987772178703078
John, Doe, 1926-01-21T00:00:00Z, 471-78-1234, 12345, 543, 289941, 1361454, 2020-10-11T22:00:00Z, 26, 1.7100812741270819
John, Doe, 1911-12-24T00:00:00Z, 471-78-1234, 12345, 437, 186952, 1115039, 2017-11-30T23:00:00Z, 14, 1.0994769548780687
John, Doe, 1976-10-16T23:00:00Z, 471-78-1234, 12345, 307, 18178, 6876, 2020-08-24T22:00:00Z, 17, 1.1980898433302871
John, Doe, 1947-10-20T23:00:00Z, 471-78-1234, 12345, 384, 74983, 827774, 2017-12-07T23:00:00Z, 4, 1.4210710897358492
John, Doe, 1932-05-17T23:00:00Z, 471-78-1234, 12345, 633, 342378, 802950, 2021-10-20T22:00:00Z, 15, 1.2100172286942548
John, Doe, 2004-09-25T22:00:00Z, 471-78-1234, 12345, 584, 337743, 748374, 2017-02-11T23:00:00Z, 10, 1.9976459625687721
John, Doe, 1979-04-10T22:00:00Z, 471-78-1234, 12345, 504, 112742, 235972, 2019-11-27T23:00:00Z, 23, 1.6479443861345522
John, Doe, 1965-01-12T23:00:00Z, 471-78-1234, 12345, 441, 185921, 1391604, 2020-07-16T22:00:00Z, 8, 1.2947326558063494
John, Doe, 1958-07-12T23:00:00Z, 471-78-1234, 12345, 415, 114546, 474631, 2020-11-26T23:00:00Z, 9, 1.3150631337472207
John, Doe, 1918-03-03T00:00:00Z, 471-78-1234, 12345, 376, 192700, 178413, 2017-03-02T23:00:00Z, 14, 1.331100804499251
John, Doe, 1918-07-03T23:00:00Z, 471-78-1234, 12345, 752, 378740, 147258, 2018-09-16T22:00:00Z, 4, 1.635108085822743
John, Doe, 1948-07-12T23:00:00Z, 471-78-1234, 12345, 696, 208656, 527064, 2018-01-08T23:00:00Z, 27, 1.2768832794665539
John, Doe, 1904-12-15T23:50:39Z, 471-78-1234, 12345, 825, 342959, 1454367, 2021-01-25T23:00:00Z, 27, 1.2414785154505714
John, Doe, 1976-03-03T23:00:00Z, 471-78-1234, 12345, 766, 123179, 1241477, 2017-07-08T22:00:00Z, 12, 1.6772498818019885
John, Doe, 1942-12-21T23:00:00Z, 471-78-1234, 12345, 643, 80136, 634070, 2017-09-30T22:00:00Z, 5, 1.0102686809861576
John, Doe, 2009-09-03T22:00:00Z, 471-78-1234, 12345, 654, 139580, 901868, 2017-07-09T22:00:00Z, 13, 1.0008492787777614
John, Doe, 1972-07-25T23:00:00Z, 471-78-1234, 12345, 541, 111909, 1172947, 2020-12-25T23:00:00Z, 22, 1.3614260196450552
John, Doe, 1921-06-03T23:00:00Z, 471-78-1234, 12345, 428, 131087, 1337742, 2017-10-16T22:00:00Z, 16, 1.4622376996540913
John, Doe, 1906-06-02T23:50:39Z, 471-78-1234, 12345, 473, 224001, 1029949, 2020-09-12T22:00:00Z, 20, 1.9022550952955322
John, Doe, 2016-10-02T22:00:00Z, 471-78-1234, 12345, 627, 144912, 638344, 2020-04-16T22:00:00Z, 3, 1.31751319674994
John, Doe, 1987-05-30T22:00:00Z, 471-78-1234, 12345, 391, 200768, 15900, 2020-10-07T22:00:00Z, 11, 1.7374867856706473
John, Doe, 2007-04-06T22:00:00Z, 471-78-1234, 12345, 460, 221574, 1030624, 2017-03-13T23:00:00Z, 27, 1.0823742361522308
John, Doe, 2005-09-27T22:00:00Z, 471-78-1234, 12345, 517, 296098, 346203, 2021-10-30T22:00:00Z, 12, 1.0201310505566443
John, Doe, 1995-10-31T23:00:00Z, 471-78-1234, 12345, 846, 196671, 329807, 2019-01-26T23:00:00Z, 21, 1.3718213563638175
John, Doe, 1993-11-10T23:00:00Z, 471-78-1234, 12345, 439, 157853, 759297, 2017-01-21T23:00:00Z, 2, 1.5673320583734633
John, Doe, 1942-11-02T23:00:00Z, 471-78-1234, 12345, 305, 252286, 542643, 2017-09-02T22:00:00Z, 8, 1.3107206518169123
John, Doe, 1958-03-13T23:00:00Z, 471-78-1234, 12345, 524, 223030, 1468462, 2019-11-16T23:00:00Z, 30, 1.6154447503116982
John, Doe, 1972-07-24T23:00:00Z, 471-78-1234, 12345, 451, 285214, 78413, 2018-04-20T22:00:00Z, 29, 1.7144477226946866
John, Doe, 2005-04-26T22:00:00Z, 471-78-1234, 12345, 449, 100852, 89548, 2017-06-26T22:00:00Z, 8, 1.0385510606482602
John, Doe, 1953-07-14T23:00:00Z, 471-78-1234, 12345, 570, 259191, 897771, 2018-05-05T22:00:00Z, 27, 1.488831213066205
John, Doe, 2017-08-25T22:00:00Z, 471-78-1234, 12345, 811, 160944, 1062201, 2017-05-15T22:00:00Z, 15, 1.604635013966102
John, Doe, 1938-07-23T23:00:00Z, 471-78-1234, 12345, 497, 208333, 804503, 2021-02-27T23:00:00Z, 24, 1.9486139901815385
John, Doe, 1962-12-26T23:00:00Z, 471-78-1234, 12345, 712, 243816, 1457171, 2018-09-07T22:00:00Z, 14, 1.0936351488682656
John, Doe, 1959-09-06T23:00:00Z, 471-78-1234, 12345, 367, 258948, 1460269, 2017-08-10T22:00:00Z, 23, 1.0036515712199567
John, Doe, 1923-07-26T23:00:00Z, 471-78-1234, 12345, 831, 310806, 437267, 2020-05-13T22:00:00Z, 27, 1.351593332449414
John, Doe, 1981-07-27T22:00:00Z, 471-78-1234, 12345, 776, 336921, 77428, 2018-06-20T22:00:00Z, 28, 1.4120657981839784
John, Doe, 1913-07-27T00:00:00Z, 471-78-1234, 12345, 769, 350707, 514557, 2019-06-14T22:00:00Z, 2, 1.6051182139494322
John, Doe, 2018-12-26T23:00:00Z, 471-78-1234, 12345, 437, 127861, 620000, 2019-11-12T23:00:00Z, 4, 1.5495730617583767
John, Doe, 1932-07-25T23:00:00Z, 471-78-1234, 12345, 451, 160231, 621374, 2017-04-02T22:00:00Z, 13, 1.6103825830179375
John, Doe, 1931-07-31T23:00:00Z, 471-78-1234, 12345, 661, 357191, 1217859, 2017-05-04T22:00:00Z, 25, 1.394205395201888
John, Doe, 1922-02-04T00:00:00Z, 471-78-1234, 12345, 691, 115520, 887711, 2018-05-08T22:00:00Z, 10, 1.4608732162904086
John, Doe, 1964-04-01T23:00:00Z, 471-78-1234, 12345, 810, 157375, 374234, 2021-01-09T23:00:00Z, 30, 1.6756435379250372
John, Doe, 1901-04-17T23:50:39Z, 471-78-1234, 12345, 343, 151884, 392591, 2020-10-14T22:00:00Z, 30, 1.128111635789164
John, Doe, 2014-05-26T22:00:00Z, 471-78-1234, 12345, 378, 189465, 421583, 2018-11-04T23:00:00Z, 27, 1.3883804611851893
John, Doe, 1972-04-29T23:00:00Z, 471-78-1234, 12345, 797, 268953, 1031977, 2020-01-06T23:00:00Z, 15, 1.059565174963192
John, Doe, 1959-11-10T23:00:00Z, 471-78-1234, 12345, 390, 86152, 555938, 2020-02-28T23:00:00Z, 17, 1.1179342543865605
John, Doe, 1972-09-23T23:00:00Z, 471-78-1234, 12345, 686, 378432, 1020813, 2020-12-08T23:00:00Z, 4, 1.4079664257027666
John, Doe, 1945-09-05T22:00:00Z, 471-78-1234, 12345, 774, 83523, 654780, 2021-06-08T22:00:00Z, 23, 1.879329095384295
John, Doe, 1938-02-28T00:00:00Z, 471-78-1234, 12345, 635, 211649, 921758, 2021-01-14T23:00:00Z, 7, 1.7162602907794997
John, Doe, 1996-02-24T23:00:00Z, 471-78-1234, 12345, 430, 8693, 1458539, 2021-06-17T22:00:00Z, 18, 1.41706300211467
John, Doe, 1910-08-03T23:50:39Z, 471-78-1234, 12345, 636, 104071, 468215, 2019-05-30T22:00:00Z, 4, 1.1323971844343457
John, Doe, 1985-09-08T22:00:00Z, 471-78-1234, 12345, 785, 90515, 570785, 2021-02-16T23:00:00Z, 2, 1.1657811858080787
John, Doe, 1931-05-20T23:00:00Z, 471-78-1234, 12345, 807, 374000, 824206, 2019-07-16T22:00:00Z, 23, 1.4781912255845948
John, Doe, 1951-11-13T23:00:00Z, 471-78-1234, 12345, 582, 160540, 607189, 2021-11-02T23:00:00Z, 3, 1.3208736658539524
John, Doe, 1922-05-04T23:00:00Z, 471-78-1234, 12345, 502, 312606, 298692, 2020-12-10T23:00:00Z, 26, 1.7464619738229512
John, Doe, 1958-03-24T23:00:00Z, 471-78-1234, 12345, 547, 311435, 1198341, 2019-07-03T22:00:00Z, 8, 1.7182160187283353
John, Doe, 1982-10-05T23:00:00Z, 471-78-1234, 12345, 748, 302512, 406906, 2018-11-15T23:00:00Z, 18, 1.8506788432523782
John, Doe, 1910-12-13T23:50:39Z, 471-78-1234, 12345, 481, 180024, 926497, 2018-05-25T22:00:00Z, 19, 1.4722718688992094
John, Doe, 2008-08-24T22:00:00Z, 471-78-1234, 12345, 846, 282099, 546281, 2020-09-05T22:00:00Z, 20, 1.7013264239548391
John, Doe, 1994-12-13T23:00:00Z, 471-78-1234, 12345, 541, 122157, 1151326, 2019-03-04T23:00:00Z, 28, 1.571776001570862
John, Doe, 1979-04-14T22:00:00Z, 471-78-1234, 12345, 450, 272729, 429544, 2018-02-17T23:00:00Z, 30, 1.9332100175009699
John, Doe, 1970-04-09T23:00:00Z, 471-78-1234, 12345, 516, 46585, 1054757, 2017-08-31T22:00:00Z, 25, 1.8822168318422663
John, Doe, 1956-07-12T23:00:00Z, 471-78-1234, 12345, 430, 386073, 1292569, 2021-10-30T22:00:00Z, 24, 1.8579197131563618
John, Doe, 1943-04-04T22:00:00Z, 471-78-1234, 12345, 353, 175034, 609972, 2021-03-22T23:00:00Z, 29, 1.2543368046669616
John, Doe, 1908-12-18T23:50:39Z, 471-78-1234, 12345, 347, 228724, 269551, 2021-07-06T22:00:00Z, 0, 1.46567185670607
John, Doe, 1944-11-10T23:00:00Z, 471-78-1234, 12345, 419, 95655, 54657, 2021-11-02T23:00:00Z, 28, 1.6878697358608834
John, Doe, 1903-11-17T23:50:39Z, 471-78-1234, 12345, 444, 121290, 1203087, 2021-11-22T23:00:00Z, 8, 1.5507468867535423
John, Doe, 1930-04-18T23:00:00Z, 471-78-1234, 12345, 606, 177059, 1323564, 2019-08-20T22:00:00Z, 16, 1.749733661095053
John, Doe, 1985-12-13T23:00:00Z, 471-78-1234, 12345, 736, 249154, 1031744, 2017-10-11T22:00:00Z, 3, 1.2847419508313271
John, Doe, 1992-08-23T22:00:00Z, 471-78-1234, 12345, 356, 310097, 770471, 2017-03-04T23:00:00Z, 5, 1.6958980168550604
John, Doe, 1989-04-24T22:00:00Z, 471-78-1234, 12345, 432, 362081, 1272685, 2018-11-04T23:00:00Z, 26, 1.8118572836303333
John, Doe, 1930-06-12T23:00:00Z, 471-78-1234, 12345, 651, 244594, 384627, 2017-05-05T22:00:00Z, 20, 1.9961439214699275
John, Doe, 2005-11-05T23:00:00Z, 471-78-1234, 12345, 463, 339871, 1491940, 2017-05-10T22:00:00Z, 13, 1.69043508005997
John, Doe, 1946-11-23T23:00:00Z, 471-78-1234, 12345, 380, 288214, 581736, 2020-10-05T22:00:00Z, 10, 1.2109361343231213
John, Doe, 1971-03-09T23:00:00Z, 471-78-1234, 12345, 495, 41239, 1029892, 2019-10-12T22:00:00Z, 26, 1.2549693760593619
John, Doe, 2006-05-05T22:00:00Z, 471-78-1234, 12345, 546, 34649, 1024594, 2017-05-21T22:00:00Z, 25, 1.4196258562290813
John, Doe, 1913-10-27T00:00:00Z, 471-78-1234, 12345, 650, 153102, 1124562, 2020-04-22T22:00:00Z, 24, 1.2228061392585405
John, Doe, 1925-06-22T23:00:00Z, 471-78-1234, 12345, 729, 88313, 303414, 2020-01-08T23:00:00Z, 10, 1.6492025095037735
John, Doe, 1966-05-07T23:00:00Z, 471-78-1234, 12345, 688, 257483, 1450265, 2021-01-21T23:00:00Z, 24, 1.1197517322325248
John, Doe, 1932-06-10T23:00:00Z, 471-78-1234, 12345, 437, 252735, 680961, 2019-10-02T22:00:00Z, 1, 1.002813817174824
John, Doe, 1948-10-15T23:00:00Z, 471-78-1234, 12345, 529, 33187, 464225, 2021-03-08T23:00:00Z, 5, 1.348809166514024
John, Doe, 2007-10-14T22:00:00Z, 471-78-1234, 12345, 501, 149838, 482538, 2021-02-23T23:00:00Z, 17, 1.4372726551358812
John, Doe, 1967-09-02T23:00:00Z, 471-78-1234, 12345, 656, 9474, 328715, 2018-03-20T23:00:00Z, 25, 1.9762602430524563
John, Doe, 1949-01-09T23:00:00Z, 471-78-1234, 12345, 367, 337279, 585926, 2021-03-27T23:00:00Z, 20, 1.3887694229960403
John, Doe, 1964-06-21T23:00:00Z, 471-78-1234, 12345, 516, 388881, 1051309, 2017-06-08T22:00:00Z, 24, 1.5593127961193352
John, Doe, 1984-08-24T22:00:00Z, 471-78-1234, 12345, 460, 91064, 841344, 2018-08-30T22:00:00Z, 14, 1.696008742705117
John, Doe, 1992-08-11T22:00:00Z, 471-78-1234, 12345, 306, 156404, 360822, 2020-01-18T23:00:00Z, 14, 1.5895316504377788
John, Doe, 1956-11-24T23:00:00Z, 471-78-1234, 12345, 800, 120592, 126510, 2019-04-24T22:00:00Z, 12, 1.5199892381561821
John, Doe, 2010-03-16T23:00:00Z, 471-78-1234, 12345, 704, 392221, 1211514, 2018-08-07T22:00:00Z, 6, 1.3762718752368468
John, Doe, 1982-01-05T23:00:00Z, 471-78-1234, 12345, 376, 183348, 616883, 2020-08-18T22:00:00Z, 30, 1.2096451526920724
John, Doe, 1981-04-14T22:00:00Z, 471-78-1234, 12345, 714, 205137, 683135, 2019-12-10T23:00:00Z, 14, 1.4443333845927118
John, Doe, 1951-08-26T23:00:00Z, 471-78-1234, 12345, 823, 66407, 726163, 2021-11-26T23:00:00Z, 15, 1.3125685055632372
John, Doe, 1965-06-22T23:00:00Z, 471-78-1234, 12345, 536, 203950, 419400, 2021-02-09T23:00:00Z, 12, 1.770055341097502
John, Doe, 1959-04-07T23:00:00Z, 471-78-1234, 12345, 496, 101952, 547123, 2017-12-09T23:00:00Z, 9, 1.1800305517142087
John, Doe, 1958-01-06T23:00:00Z, 471-78-1234, 12345, 580, 123918, 1122453, 2020-08-25T22:00:00Z, 13, 1.4300694196684
John, Doe, 1982-08-26T22:00:00Z, 471-78-1234, 12345, 351, 283983, 497860, 2021-02-27T23:00:00Z, 30, 1.865521283198959
John, Doe, 1955-09-25T23:00:00Z, 471-78-1234, 12345, 494, 125512, 995916, 2017-01-12T23:00:00Z, 2, 1.4869303363837738
John, Doe, 1947-05-24T23:00:00Z, 471-78-1234, 12345, 847, 353419, 1253532, 2017-09-14T22:00:00Z, 28, 1.2660259377681102
John, Doe, 1935-11-09T00:00:00Z, 471-78-1234, 12345, 606, 182649, 404093, 2019-12-13T23:00:00Z, 18, 1.1858426619060185
John, Doe, 1916-11-13T00:00:00Z, 471-78-1234, 12345, 572, 118761, 1418672, 2020-05-30T22:00:00Z, 23, 1.7052567388382003
John, Doe, 1936-12-07T00:00:00Z, 471-78-1234, 12345, 577, 77597, 389906, 2021-12-16T23:00:00Z, 6, 1.786702585148209
John, Doe, 2017-04-29T22:00:00Z, 471-78-1234, 12345, 820, 179519, 270144, 2017-02-01T23:00:00Z, 22, 1.4080592421678997
John, Doe, 1977-11-15T23:00:00Z, 471-78-1234, 12345, 681, 219716, 1069143, 2018-05-10T22:00:00Z, 27, 1.6056733561715955
John, Doe, 1913-04-28T00:00:00Z, 471-78-1234, 12345, 693, 119589, 1275829, 2017-04-10T22:00:00Z, 5, 1.5652116550124155
John, Doe, 1949-03-09T23:00:00Z, 471-78-1234, 12345, 794, 5261, 293601, 2018-11-21T23:00:00Z, 14, 1.0905130665204636
John, Doe, 1902-09-24T23:50:39Z, 471-78-1234, 12345, 437, 137753, 469114, 2020-08-06T22:00:00Z, 29, 1.9378359293862748
John, Doe, 1996-05-30T22:00:00Z, 471-78-1234, 12345, 582, 135389, 850693, 2017-08-08T22:00:00Z, 21, 1.0038738908621632
John, Doe, 1999-03-12T23:00:00Z, 471-78-1234, 12345, 617, 182512, 1134264, 2020-11-12T23:00:00Z, 13, 1.2006394198888115
John, Doe, 2017-01-18T23:00:00Z, 471-78-1234, 12345, 638, 209603, 342103, 2019-01-26T23:00:00Z, 5, 1.0387908893452793
John, Doe, 1907-03-05T23:50:39Z, 471-78-1234, 12345, 800, 358420, 632753, 2019-03-16T23:00:00Z, 7, 1.4732059449754555
John, Doe, 1949-02-01T23:00:00Z, 471-78-1234, 12345, 636, 211779, 1259064, 2019-06-12T22:00:00Z, 20, 1.4405798596222046
John, Doe, 1982-11-30T23:00:00Z, 471-78-1234, 12345, 484, 71118, 575639, 2020-08-16T22:00:00Z, 2, 1.7385548558646362
John, Doe, 1994-04-06T22:00:00Z, 471-78-1234, 12345, 582, 206002, 1146842, 2017-02-19T23:00:00Z, 21, 1.4593623603008212
John, Doe, 1920-07-14T23:00:00Z, 471-78-1234, 12345, 719, 278250, 422050, 2019-08-06T22:00:00Z, 19, 1.098186914710489
John, Doe, 2008-12-27T23:00:00Z, 471-78-1234, 12345, 400, 259360, 1126002, 2020-09-01T22:00:00Z, 1, 1.707437163803559
John, Doe, 1909-11-03T23:50:39Z, 471-78-1234, 12345, 633, 113450, 958865, 2018-03-26T22:00:00Z, 19, 1.0628357426933748
John, Doe, 2015-07-01T22:00:00Z, 471-78-1234, 12345, 358, 308921, 913027, 2018-03-03T23:00:00Z, 27, 1.7457164317618907
John, Doe, 1940-06-22T22:00:00Z, 471-78-1234, 12345, 777, 50593, 991677, 2021-02-17T23:00:00Z, 21, 1.3281436322078206
John, Doe, 1932-06-15T23:00:00Z, 471-78-1234, 12345, 596, 190050, 1357877, 2018-05-27T22:00:00Z, 15, 1.4734456995611713
John, Doe, 1913-02-25T00:00:00Z, 471-78-1234, 12345, 631, 275481, 952093, 2021-07-09T22:00:00Z, 16, 1.7344802975353721
John, Doe, 1938-05-11T23:00:00Z, 471-78-1234, 12345, 346, 143273, 1391072, 2019-09-04T22:00:00Z, 24, 1.14542631334118
John, Doe, 1915-08-25T00:00:00Z, 471-78-1234, 12345, 820, 232178, 501479, 2020-08-31T22:00:00Z, 14, 1.3601236785569362
John, Doe, 1972-12-24T23:00:00Z, 471-78-1234, 12345, 316, 216862, 647851, 2018-10-04T22:00:00Z, 1, 1.09095898138417
John, Doe, 1986-07-01T22:00:00Z, 471-78-1234, 12345, 380, 211151, 86199, 2019-08-04T22:00:00Z, 18, 1.947021006813654
John, Doe, 1991-11-09T23:00:00Z, 471-78-1234, 12345, 311, 282345, 1412019, 2020-11-05T23:00:00Z, 3, 1.458727329064949
John, Doe, 2016-03-11T23:00:00Z, 471-78-1234, 12345, 487, 346431, 274450, 2017-11-27T23:00:00Z, 15, 1.108349419834234
John, Doe, 2012-06-02T22:00:00Z, 471-78-1234, 12345, 788, 80106, 897035, 2019-02-19T23:00:00Z, 21, 1.5618401714488557
John, Doe, 1992-10-12T23:00:00Z, 471-78-1234, 12345, 827, 88965, 579751, 2017-08-08T22:00:00Z, 4, 1.017094623610433
