name,creditScore,income,loanAmount,monthDuration,rate
John Doe,696,142608,1134193,23,0
John Doe,538,168799,1609655,23,0
John Doe,658,237436,1523056,9,0
John Doe,649,185754,317668,8,0.059
John Doe,534,113252,1849394,8,0
John Doe,667,22775,634206,24,0.08
John Doe,378,236463,331288,19,0.08
John Doe,429,260130,1949704,10,0
John Doe,316,76172,121519,16,0.067
John Doe,397,126642,129249,11,0.063
John Doe,499,190908,144286,23,0.08
John Doe,773,169012,1584691,15,0
John Doe,838,140667,1971802,12,0
John Doe,656,40639,158936,28,0.085
John Doe,663,197251,1399101,4,0
John Doe,383,169028,1447529,13,0
John Doe,451,206279,969773,25,0.08
John Doe,475,238604,419217,23,0.08
John Doe,613,151968,676476,12,0.063
John Doe,683,83553,1163200,14,0
John Doe,336,124499,855365,29,0.085
John Doe,806,32455,1780248,1,0
John Doe,478,18139,1078941,18,0
John Doe,497,225051,1310744,4,0
John Doe,641,295552,12091,5,0.059
John Doe,423,181353,1086679,28,0
John Doe,533,184211,1834715,24,0
John Doe,420,177283,1906961,17,0
John Doe,394,89378,1273680,13,0
John Doe,339,59518,1335363,13,0
John Doe,481,74685,567790,5,0.059
John Doe,419,138636,1545827,12,0
John Doe,401,106419,71902,30,0.085
John Doe,342,265165,297347,20,0.08
John Doe,777,256807,1668699,9,0
John Doe,578,231646,585676,22,0.08
John Doe,779,110868,896226,24,0.08
John Doe,377,27124,1535720,8,0
John Doe,423,112197,632123,15,0.067
John Doe,604,3226,379667,8,0.059
John Doe,469,276799,436363,14,0.067
John Doe,394,205493,593206,1,0.055
John Doe,500,107928,1096622,16,0
John Doe,809,175139,86124,8,0.059
John Doe,377,85900,1616589,10,0
John Doe,443,88016,1883108,26,0
John Doe,538,7675,628431,23,0.08
John Doe,669,54983,1073800,29,0
John Doe,807,204516,6185,15,0.067
John Doe,756,154874,514523,25,0.08
John Doe,342,110367,1035378,24,0
John Doe,848,184230,353170,27,0.085
John Doe,389,247289,803184,8,0.059
John Doe,823,221222,1917469,9,0
John Doe,746,291155,1178651,15,0
John Doe,792,181803,818360,29,0.085
John Doe,637,204906,739032,4,0.055
John Doe,489,169017,705865,24,0.08
John Doe,518,147543,869260,9,0.063
John Doe,348,139250,1375325,30,0
John Doe,781,274290,839637,11,0.063
John Doe,366,147594,726051,12,0.063
John Doe,695,222185,1492685,28,0
John Doe,593,136724,260428,21,0.08
John Doe,438,281060,1003695,28,0
John Doe,629,55889,685807,8,0.059
John Doe,326,183118,499353,5,0.059
John Doe,525,177833,19557,28,0.085
John Doe,703,26145,1822041,28,0
John Doe,319,218396,143599,1,0.055
John Doe,563,292121,830208,25,0.08
John Doe,473,285799,721467,18,0.08
John Doe,489,221168,962212,19,0.08
John Doe,449,131627,960033,25,0.08
John Doe,381,282400,715801,11,0.063
John Doe,846,263491,1020022,17,0
John Doe,552,200575,780241,7,0.059
John Doe,735,88258,1573282,29,0
John Doe,431,197951,93944,17,0.067
John Doe,668,95514,658533,23,0.08
John Doe,535,112396,597138,20,0.08
John Doe,720,182121,1657501,4,0
John Doe,827,18759,1135138,7,0
John Doe,655,61898,925426,2,0.055
John Doe,716,94175,1290379,4,0
John Doe,335,158827,858021,27,0.085
John Doe,620,208344,46597,4,0.055
John Doe,523,39830,1423947,23,0
John Doe,391,135778,1501135,15,0
John Doe,456,4064,1369369,18,0
John Doe,426,273245,1444865,29,0
John Doe,347,192454,309680,23,0.08
John Doe,440,216651,1845837,15,0
John Doe,389,54443,131935,13,0.067
John Doe,523,117642,1143626,10,0
John Doe,664,81924,878115,16,0.067
John Doe,301,81550,46088,21,0.08
John Doe,682,174334,370370,30,0.085
John Doe,481,10622,197476,14,0.067
John Doe,699,297725,50559,8,0.059
John Doe,382,185869,1853810,17,0
John Doe,668,166170,81564,12,0.063
John Doe,797,258482,474059,13,0.067
John Doe,413,260708,1910188,13,0
John Doe,570,299394,48914,3,0.055
John Doe,336,271511,902316,6,0.059
John Doe,624,190003,1896098,7,0
John Doe,745,248316,1981034,14,0
John Doe,476,105659,624662,8,0.059
John Doe,404,75504,546578,30,0.085
John Doe,689,118756,1801516,24,0
John Doe,521,287211,1421247,1,0
John Doe,681,173044,1551277,20,0
John Doe,337,248357,1699424,7,0
John Doe,610,43316,1613953,14,0
John Doe,783,75771,717973,9,0.063
John Doe,790,203333,1221280,14,0
John Doe,838,44099,1889647,11,0
John Doe,565,83621,1197652,14,0
John Doe,565,230890,1824693,20,0
John Doe,422,183698,830367,29,0.085
John Doe,630,229111,435160,16,0.067
John Doe,362,129780,889818,2,0.055
John Doe,735,1069,1972906,23,0
John Doe,580,178858,1535592,13,0
John Doe,578,130819,65165,19,0.08
John Doe,604,198248,1260182,22,0
John Doe,806,250955,1618545,24,0
John Doe,770,201700,1257957,22,0
John Doe,488,80395,270263,12,0.063
John Doe,582,249603,1141673,4,0
John Doe,698,201305,1149521,6,0
John Doe,742,92657,1459448,2,0
John Doe,401,272470,816514,17,0.067
John Doe,495,122021,1407698,25,0
John Doe,301,102793,84320,14,0.067
John Doe,741,220938,1124907,6,0
John Doe,337,179586,1181665,18,0
John Doe,307,175112,1340726,19,0
John Doe,803,32113,532596,11,0.063
John Doe,740,193970,1517051,20,0
John Doe,763,239507,931556,26,0.085
John Doe,724,19894,243450,24,0.08
John Doe,834,124548,1667188,19,0
John Doe,304,225419,1048316,29,0
John Doe,817,79464,1251982,23,0
John Doe,598,132505,1188001,8,0
John Doe,345,98437,1873056,7,0
John Doe,452,166748,826119,29,0.085
John Doe,672,253085,986038,11,0.063
John Doe,675,111595,480285,1,0.055
John Doe,454,83964,92091,3,0.055
John Doe,365,152456,78493,20,0.08
John Doe,383,242971,1599255,5,0
John Doe,560,142438,1535676,27,0
John Doe,708,141201,1673822,5,0
John Doe,467,145014,754973,14,0.067
John Doe,706,124743,504599,13,0.067
John Doe,437,274392,1418935,10,0
John Doe,762,140544,770507,14,0.067
John Doe,832,91952,122960,25,0.08
John Doe,612,96920,1126647,21,0
John Doe,655,102650,295362,8,0.059
John Doe,792,182485,981164,4,0.055
John Doe,556,224663,1142738,20,0
John Doe,421,255072,969073,8,0.059
John Doe,729,270124,471833,21,0.08
John Doe,479,153113,552558,21,0.08
John Doe,698,36194,804642,16,0.067
John Doe,455,128453,1771769,19,0
John Doe,343,170816,575507,3,0.055
John Doe,738,146750,1986232,1,0
John Doe,582,73631,449833,21,0.08
John Doe,336,102692,603764,12,0.063
John Doe,419,42190,1724648,10,0
John Doe,791,237872,379134,8,0.059
John Doe,327,69651,1371461,24,0
John Doe,430,223112,1435324,2,0
John Doe,328,180852,290111,22,0.08
John Doe,716,150724,241451,6,0.059
John Doe,541,17417,1705955,28,0
John Doe,679,9864,1367386,13,0
John Doe,595,203211,27730,21,0.08
John Doe,786,157000,888736,5,0.059
John Doe,795,163192,774504,28,0.085
John Doe,464,18323,268771,5,0.059
John Doe,572,200862,980943,25,0.08
John Doe,421,129506,1796477,27,0
John Doe,426,251880,622735,7,0.059
John Doe,759,46053,1081357,1,0
John Doe,672,209058,1609651,27,0
John Doe,505,292905,1533715,8,0
John Doe,769,12207,1531959,1,0
John Doe,551,221135,500673,24,0.08
John Doe,775,215923,95452,14,0.067
John Doe,606,241473,1058395,7,0
John Doe,728,10283,738247,23,0.08
John Doe,760,105801,124136,30,0.085
John Doe,698,189960,705021,9,0.063
John Doe,652,138187,260597,13,0.067
John Doe,325,33065,1496003,16,0
John Doe,322,14038,481433,6,0.059
John Doe,815,293937,1462545,8,0
John Doe,459,269572,1680845,23,0
John Doe,693,86532,960573,3,0.055
John Doe,754,172203,621281,5,0.059
John Doe,565,184385,188784,22,0.08
John Doe,801,206391,1309186,24,0
John Doe,376,207371,139835,17,0.067
John Doe,353,147693,126108,12,0.063
John Doe,420,267720,1208436,9,0
John Doe,707,211562,1286766,19,0
John Doe,379,191564,1377599,14,0
John Doe,653,32334,560927,8,0.059
John Doe,688,196400,709163,4,0.055
John Doe,819,143646,1185124,5,0
John Doe,793,138470,482034,5,0.059
John Doe,498,94389,1434968,0,0
John Doe,789,141560,854739,3,0.055
John Doe,456,126798,1329454,11,0
John Doe,597,94837,1700237,20,0
John Doe,577,205960,1764367,18,0
John Doe,601,72218,1311453,24,0
John Doe,473,296238,1360607,23,0
John Doe,449,159659,265440,7,0.059
John Doe,536,211075,271517,11,0.063
John Doe,555,105427,1841008,5,0
John Doe,676,82137,1896600,10,0
John Doe,461,77866,1206255,27,0
John Doe,675,223836,1141417,29,0
John Doe,327,66631,1044845,12,0
John Doe,573,264228,757931,16,0.067
John Doe,349,108549,507731,1,0.055
John Doe,341,135777,77635,27,0.085
John Doe,640,15053,213895,5,0.059
John Doe,430,214521,1762018,19,0
John Doe,657,201783,1551902,15,0
John Doe,704,66952,1160267,17,0
John Doe,696,45030,1544475,18,0
John Doe,329,46165,1570567,22,0
John Doe,716,257043,40894,6,0.059
John Doe,763,16239,705546,26,0.085
John Doe,769,71071,725125,15,0.067
John Doe,671,102845,489739,22,0.08
John Doe,330,65839,318528,21,0.08
John Doe,334,153026,1961491,4,0
John Doe,583,141720,1080868,28,0
John Doe,599,154991,476445,19,0.08
John Doe,596,261366,1156785,8,0
John Doe,475,144609,46299,6,0.059
John Doe,809,5429,80474,15,0.067
John Doe,321,16671,1895161,18,0
John Doe,368,208837,1661363,4,0
John Doe,746,131593,45909,10,0.063
John Doe,729,70227,1068994,5,0
John Doe,301,160208,1798142,13,0
John Doe,496,171625,1975939,9,0
John Doe,708,47005,634439,7,0.059
John Doe,440,158274,1581931,8,0
John Doe,306,84365,667939,17,0.067
John Doe,719,80417,927671,16,0.067
John Doe,526,124004,965995,5,0.059
John Doe,823,56313,529087,7,0.059
John Doe,322,286386,1664648,27,0
John Doe,387,115321,1656843,3,0
John Doe,767,251787,1908564,28,0
John Doe,682,103510,1905237,16,0
John Doe,518,98241,461309,12,0.063
John Doe,385,184172,611440,11,0.063
John Doe,449,19674,1950510,5,0
John Doe,352,139382,491451,23,0.08
John Doe,816,273089,729421,3,0.055
John Doe,458,144296,1062857,27,0
John Doe,361,135355,1307452,15,0
John Doe,520,156238,1254995,16,0
John Doe,696,49299,252531,18,0.08
John Doe,655,169530,1511814,14,0
John Doe,523,14894,892042,16,0.067
John Doe,618,63000,837415,17,0.067
John Doe,477,276304,1499385,9,0
John Doe,532,9549,3948,2,0.055
John Doe,718,19320,1881454,15,0
John Doe,682,70276,639517,20,0.08
John Doe,397,59105,279131,15,0.067
John Doe,700,24369,1462445,25,0
John Doe,314,255555,627162,5,0.059
John Doe,532,250216,568627,14,0.067
John Doe,431,266439,829595,4,0.055
John Doe,300,203378,670457,15,0.067
John Doe,444,167849,598820,2,0.055
John Doe,370,108962,507620,30,0.085
John Doe,504,251431,1355649,21,0
John Doe,670,195307,498959,10,0.063
John Doe,500,220089,1938862,18,0
John Doe,397,234400,996894,26,0.085
John Doe,712,152981,638229,9,0.063
John Doe,426,283310,1376059,6,0
John Doe,372,209040,26672,24,0.08
John Doe,388,147451,1489549,17,0
John Doe,623,281201,1875551,6,0
John Doe,579,137623,1831712,26,0
John Doe,452,53975,1210970,13,0
John Doe,487,291296,1846732,9,0
John Doe,494,240885,396605,17,0.067
John Doe,322,167256,1227118,3,0
John Doe,437,179140,566290,9,0.063
John Doe,387,39697,484201,18,0.08
John Doe,590,113337,1303024,8,0
John Doe,500,271766,491042,5,0.059
John Doe,506,142121,1164234,5,0
John Doe,662,92988,762824,2,0.055
John Doe,768,198768,1448917,21,0
John Doe,650,264358,835624,2,0.055
John Doe,349,263428,922409,15,0.067
John Doe,649,58331,1834869,7,0
John Doe,713,119079,1459318,9,0
John Doe,539,98408,12185,16,0.067
John Doe,707,80468,1603756,6,0
John Doe,763,279488,1214577,7,0
John Doe,568,193997,1716357,26,0
John Doe,568,280981,692892,30,0.085
John Doe,561,282611,986215,6,0.059
John Doe,794,290636,1835655,8,0
John Doe,458,132358,1408334,5,0
John Doe,322,298979,27056,21,0.08
John Doe,566,83126,1607467,28,0
John Doe,594,18653,289957,23,0.08
John Doe,545,124747,1840341,10,0
John Doe,791,216290,1321219,21,0
John Doe,751,48546,1811722,21,0
John Doe,624,48829,1310774,1,0
John Doe,359,183798,246142,27,0.085
John Doe,591,223652,130076,8,0.059
John Doe,672,136385,1085329,12,0
John Doe,608,200123,370793,28,0.085
John Doe,327,154090,319493,18,0.08
John Doe,569,236878,1820678,18,0
John Doe,824,288113,1865216,1,0
John Doe,705,227834,1508911,23,0
John Doe,550,4931,599120,7,0.059
John Doe,326,243730,1885234,27,0
John Doe,543,85922,138951,1,0.055
John Doe,733,83992,1181747,16,0
John Doe,443,126224,1695103,16,0
John Doe,480,94892,1928247,17,0
John Doe,836,9085,1227472,18,0
John Doe,468,218774,1054837,16,0
John Doe,417,170190,135392,16,0.067
John Doe,515,220375,1341576,13,0
John Doe,419,18531,1151312,2,0
John Doe,380,199914,1205117,3,0
John Doe,469,19887,339730,17,0.067
John Doe,502,29116,1206450,20,0
John Doe,717,56809,1928398,28,0
John Doe,516,261365,200460,23,0.08
John Doe,749,19280,894266,3,0.055
John Doe,540,116653,924298,16,0.067
John Doe,565,74705,1036267,5,0
John Doe,642,67339,1953677,18,0
John Doe,594,69065,903638,18,0.08
John Doe,605,63455,1478705,10,0
John Doe,315,185520,1093828,27,0
John Doe,592,93428,1117498,9,0
John Doe,508,177479,738351,10,0.063
John Doe,812,154825,68641,15,0.067
John Doe,562,103406,1577536,2,0
John Doe,455,82600,1093742,22,0
John Doe,747,156044,973763,8,0.059
John Doe,739,92280,1128557,5,0
John Doe,383,143140,84132,24,0.08
John Doe,718,130714,1473974,28,0
John Doe,317,166469,1733037,11,0
John Doe,622,95858,463770,23,0.08
John Doe,666,245339,286858,29,0.085
John Doe,646,193527,910631,6,0.059
John Doe,360,256905,1999890,24,0
John Doe,586,217086,380005,23,0.08
John Doe,327,43367,1304329,28,0
John Doe,524,85249,1036703,12,0
John Doe,676,273262,758040,24,0.08
John Doe,728,293094,273826,11,0.063
John Doe,301,6063,710994,25,0.08
John Doe,772,57324,1108730,29,0
John Doe,321,194531,1042724,14,0
John Doe,629,273916,1176075,5,0
John Doe,785,173890,865406,23,0.08
John Doe,729,205403,1541978,29,0
John Doe,653,119808,155683,20,0.08
John Doe,462,47037,203340,1,0.055
John Doe,447,55271,1617270,26,0
John Doe,753,52381,1438341,8,0
John Doe,579,29205,398557,13,0.067
John Doe,781,266000,1772866,6,0
John Doe,522,164564,1776511,16,0
John Doe,387,195882,576619,27,0.085
John Doe,769,250849,720606,4,0.055
John Doe,806,263215,774193,28,0.085
John Doe,841,263564,987356,14,0.067
John Doe,721,189748,141487,25,0.08
John Doe,724,91876,655205,25,0.08
John Doe,610,191070,666226,30,0.085
John Doe,385,214362,847726,5,0.059
John Doe,758,250852,711595,5,0.059
John Doe,676,232623,1835604,19,0
John Doe,756,90056,681309,16,0.067
John Doe,696,163044,1248946,8,0
John Doe,355,44957,708892,14,0.067
John Doe,578,40177,1233902,21,0
John Doe,402,227795,968263,13,0.067
John Doe,780,250946,983094,24,0.08
John Doe,332,8387,1630398,8,0
John Doe,569,29961,58261,12,0.063
John Doe,321,88749,594276,5,0.059
John Doe,734,293059,675052,23,0.08
John Doe,772,205903,1940294,16,0
John Doe,705,292263,971852,14,0.067
John Doe,805,220801,850866,10,0.063
John Doe,734,171667,1043591,3,0
John Doe,385,9468,1494345,21,0
John Doe,531,104388,1963080,22,0
John Doe,535,262032,1272077,4,0
John Doe,635,267426,380586,8,0.059
John Doe,604,107498,800291,7,0.059
John Doe,680,268562,1800114,12,0
John Doe,557,178712,173439,27,0.085
John Doe,691,189841,1959737,13,0
John Doe,390,119699,287017,9,0.063
John Doe,397,250787,1543797,15,0
John Doe,327,243856,1358111,11,0
John Doe,463,274461,845913,16,0.067
John Doe,602,98768,61913,21,0.08
John Doe,826,246497,1071509,28,0
John Doe,754,274685,1912021,27,0
John Doe,321,85117,273524,11,0.063
John Doe,715,246982,380008,7,0.059
John Doe,680,265209,980560,13,0.067
John Doe,715,26896,722711,11,0.063
John Doe,414,196143,397077,18,0.08
John Doe,426,63141,1230093,18,0
John Doe,572,208275,593244,8,0.059
John Doe,609,113878,1506984,17,0
John Doe,366,131768,789351,5,0.059
John Doe,472,63325,62171,15,0.067
John Doe,818,211405,76659,17,0.067
John Doe,496,279842,1720326,15,0
John Doe,584,207740,572374,25,0.08
John Doe,602,187589,1737243,4,0
John Doe,500,236817,918932,24,0.08
John Doe,568,107305,1746501,23,0
John Doe,629,253735,513665,5,0.059
John Doe,508,214005,274557,16,0.067
John Doe,502,228671,169513,20,0.08
John Doe,756,181437,1228565,29,0
John Doe,338,194228,1804970,30,0
John Doe,707,251350,1903098,4,0
John Doe,434,189897,1954699,15,0
John Doe,761,66540,1302969,26,0
John Doe,659,30250,562972,14,0.067
John Doe,797,72274,1293230,22,0
John Doe,622,198557,820573,13,0.067
John Doe,471,73205,836295,11,0.063
John Doe,320,194824,1351242,23,0
John Doe,443,179930,1651048,14,0
John Doe,367,57583,1434066,27,0
John Doe,481,108717,1539567,12,0
John Doe,455,150867,1219933,28,0
John Doe,833,72828,602143,10,0.063
John Doe,530,263049,88849,3,0.055
John Doe,786,107832,1047963,4,0
John Doe,401,261972,1894535,4,0
John Doe,456,185080,1473107,29,0
John Doe,667,83043,1316294,23,0
John Doe,698,36275,704151,14,0.067
John Doe,323,293730,1817206,17,0
John Doe,813,232222,1698264,2,0
John Doe,503,261783,1692747,12,0
John Doe,507,245148,1871354,16,0
John Doe,705,296103,1754026,28,0
John Doe,462,86460,635743,17,0.067
John Doe,422,101810,662879,1,0.055
John Doe,719,30911,1127660,15,0
John Doe,781,175905,1628744,4,0
John Doe,388,39456,71147,2,0.055
John Doe,357,130871,864891,12,0.063
John Doe,690,122660,655948,12,0.063
John Doe,387,192493,128370,23,0.08
John Doe,615,185686,118733,15,0.067
John Doe,527,29572,46876,10,0.063
John Doe,620,176187,1544232,2,0
John Doe,824,99602,448224,26,0.085
John Doe,742,174912,1099122,14,0
John Doe,612,80923,1204632,5,0
John Doe,574,102595,549082,27,0.085
John Doe,485,111556,1303830,14,0
John Doe,665,138471,279240,16,0.067
John Doe,735,203568,1049764,11,0
John Doe,314,298247,1150201,6,0
John Doe,666,93123,34293,9,0.063
John Doe,455,290870,1104301,5,0
John Doe,722,46841,1332920,16,0
John Doe,815,72402,1437094,20,0
John Doe,835,158902,256571,5,0.059
John Doe,369,145556,1733293,17,0
John Doe,323,57672,900502,21,0.08
John Doe,521,189094,519188,29,0.085
John Doe,392,120351,102330,8,0.059
John Doe,527,61784,1308583,7,0
John Doe,515,76964,654239,27,0.085
John Doe,402,150673,1738640,10,0
John Doe,419,36471,578805,25,0.08
John Doe,349,158136,446866,16,0.067
John Doe,654,286238,811502,8,0.059
John Doe,644,51883,990444,9,0.063
John Doe,380,7622,1042399,18,0
John Doe,514,287533,932855,22,0.08
John Doe,712,104130,30275,26,0.085
John Doe,729,25423,1917375,8,0
John Doe,724,201094,158475,13,0.067
John Doe,569,68486,528739,28,0.085
John Doe,311,226790,1066181,17,0
John Doe,757,182688,647657,25,0.08
John Doe,676,211797,43088,4,0.055
John Doe,849,7847,181559,11,0.063
John Doe,718,16261,1670026,22,0
John Doe,737,26695,1081174,28,0
John Doe,334,141789,542169,3,0.055
John Doe,835,31491,717328,13,0.067
John Doe,620,266629,412786,28,0.085
John Doe,757,178180,1505396,25,0
John Doe,520,128375,1800916,30,0
John Doe,748,61118,354827,6,0.059
John Doe,800,119015,1041021,9,0
John Doe,713,210438,535101,8,0.059
John Doe,413,262135,410949,17,0.067
John Doe,756,137781,1053670,18,0
John Doe,403,253437,1819185,28,0
John Doe,325,133691,1020386,29,0
John Doe,438,13455,1495008,11,0
John Doe,442,195779,830369,24,0.08
John Doe,549,58110,106346,6,0.059
John Doe,592,105612,655286,4,0.055
John Doe,738,129045,98783,2,0.055
John Doe,573,234169,732758,30,0.085
John Doe,807,264957,1143307,14,0
John Doe,727,71098,1544799,23,0
John Doe,661,68397,206701,1,0.055
John Doe,700,17484,1157297,13,0
John Doe,446,43884,1692174,16,0
John Doe,739,51467,1950921,14,0
John Doe,764,24265,583261,13,0.067
John Doe,533,162104,625400,9,0.063
John Doe,423,267834,1773914,24,0
John Doe,817,210989,1838748,2,0
John Doe,758,210999,1463799,23,0
John Doe,430,30263,1004074,15,0
John Doe,361,195676,1290454,1,0
John Doe,650,26964,1681555,20,0
John Doe,471,209931,878297,26,0.085
John Doe,515,159845,462808,29,0.085
John Doe,719,70676,796405,13,0.067
John Doe,648,278571,1259175,22,0
John Doe,588,232012,89143,25,0.08
John Doe,423,4877,1202779,7,0
John Doe,435,198599,1101495,24,0
John Doe,544,49270,1896872,23,0
John Doe,360,194510,258494,26,0.085
John Doe,605,49041,1176085,16,0
John Doe,629,151436,738327,1,0.055
John Doe,386,7752,1742317,7,0
John Doe,564,110840,1033184,18,0
John Doe,570,82560,1631870,11,0
John Doe,635,40292,1621079,5,0
John Doe,468,293304,1266138,5,0
John Doe,579,60455,244854,8,0.059
John Doe,750,101439,1382813,28,0
John Doe,575,114177,1449284,9,0
John Doe,498,82875,1196935,3,0
John Doe,518,39232,370266,27,0.085
John Doe,540,197366,179641,28,0.085
John Doe,326,270220,576841,9,0.063
John Doe,490,59265,1564514,14,0
John Doe,457,289899,1781538,6,0
John Doe,460,256417,1512920,10,0
John Doe,579,5302,1169938,16,0
John Doe,543,132537,425505,18,0.08
John Doe,381,76810,1138275,18,0
John Doe,310,75311,1530548,4,0
John Doe,458,299108,1518560,26,0
John Doe,740,190111,183415,22,0.08
John Doe,373,199720,1533352,17,0
John Doe,810,135037,1566015,20,0
John Doe,335,194339,344782,3,0.055
John Doe,602,64964,190544,9,0.063
John Doe,597,37250,1201380,12,0
John Doe,384,43520,1016602,4,0
John Doe,643,231084,867081,21,0.08
John Doe,755,115935,532105,15,0.067
John Doe,336,272299,1733637,9,0
John Doe,662,271337,992388,4,0.055
John Doe,471,99331,233372,28,0.085
John Doe,763,9376,1543265,8,0
John Doe,808,278957,815512,2,0.055
John Doe,544,257581,1276015,28,0
John Doe,601,96103,726539,4,0.055
John Doe,446,277190,697711,10,0.063
John Doe,805,243309,512281,13,0.067
John Doe,593,256551,1689846,14,0
John Doe,525,11945,874713,30,0.085
John Doe,763,202811,1031754,26,0
John Doe,495,249040,76305,22,0.08
John Doe,556,230310,1961278,8,0
John Doe,721,25246,1264574,16,0
John Doe,780,53720,1230854,1,0
John Doe,381,182850,133498,28,0.085
John Doe,699,66965,1608586,15,0
John Doe,816,152351,1459480,11,0
John Doe,426,136852,905849,23,0.08
John Doe,408,104448,929165,9,0.063
John Doe,301,20129,1238875,28,0
John Doe,476,186454,965227,11,0.063
John Doe,721,1551,1424071,23,0
John Doe,584,181274,1073109,24,0
John Doe,546,121117,956285,7,0.059
John Doe,706,158956,664763,7,0.059
John Doe,538,253717,935903,13,0.067
John Doe,469,9061,921154,27,0.085
John Doe,817,12255,322800,25,0.08
John Doe,745,273284,1559208,21,0
John Doe,336,174385,1950229,21,0
John Doe,518,26013,364966,13,0.067
John Doe,332,187035,1495600,30,0
John Doe,737,193080,1006024,25,0
John Doe,657,256155,962640,23,0.08
John Doe,429,180586,374397,11,0.063
John Doe,720,200919,784081,22,0.08
John Doe,781,214268,936217,1,0.055
John Doe,305,181773,228106,20,0.08
John Doe,711,30746,1146243,29,0
John Doe,830,35224,1926262,30,0
John Doe,827,113640,1760955,18,0
John Doe,383,170613,1795265,30,0
John Doe,324,36079,1160672,11,0
John Doe,736,255795,878491,5,0.059
John Doe,551,245451,1844007,17,0
John Doe,845,110883,1382333,7,0
John Doe,321,53232,831260,26,0.085
John Doe,346,8099,843949,29,0.085
John Doe,661,151930,1519920,18,0
John Doe,307,178119,575037,14,0.067
John Doe,687,259925,1756892,30,0
John Doe,656,230863,1634636,17,0
John Doe,585,63673,678877,22,0.08
John Doe,468,13859,164890,5,0.059
John Doe,647,113141,1843538,5,0
John Doe,833,51575,1268135,17,0
John Doe,783,291566,1917674,27,0
John Doe,645,102340,1221476,7,0
John Doe,397,293093,1761154,5,0
John Doe,626,48899,1944605,22,0
John Doe,410,153201,1172291,16,0
John Doe,626,237692,1705332,1,0
John Doe,530,96198,1335769,18,0
John Doe,768,29506,1231090,8,0
John Doe,330,133682,601043,8,0.059
John Doe,641,119257,1078405,2,0
John Doe,632,17511,1549045,26,0
John Doe,682,169795,399371,13,0.067
John Doe,651,53262,278291,15,0.067
John Doe,411,148568,1456935,16,0
John Doe,702,5986,827383,15,0.067
